recommendation,username,name,profile_url,profile_image_url,followers_count,following_count,listed_count,created_at,tweets_found,total_likes,total_retweets,total_replies,total_engagement,engagement_rate,recommendation_reason,sample_tweet_1,sample_tweet_2,sample_tweet_3,tweet_date_1,tweet_date_2,tweet_date_3,tweet_url_1,tweet_url_2,tweet_url_3
Skip,VerticalRidge,VerticalRidge,https://x.com/VerticalRidge,https://pbs.twimg.com/profile_images/1789168927550873600/GlZ8rAUY_normal.jpg,94,186,,2024-04-24T08:08:10.000Z,1,0,0,0,0,0.0000,Too small audience for promo,Preparing to make a book on the polymarket 5 min contract.  It's going to be wild.,,,2026-02-12T06:57:41.000Z,,,https://x.com/VerticalRidge/status/2021841120242680104,,
Skip,syloomcodes,GoTweet!,https://x.com/syloomcodes,https://pbs.twimg.com/profile_images/2018357318325313536/mKKcI51A_normal.jpg,92,163,,2024-09-25T15:36:05.000Z,1,0,0,0,0,0.0000,Too small audience for promo,"btc demand big coinbase premium weird polymarket 5 min bets based

⚡ Automated by GoTweet",,,2026-02-14T17:39:25.000Z,,,https://x.com/syloomcodes/status/2022727390737129941,,
Skip,olingsberg15408,"MaxBidding 🍳.fuel (✸,✸)☉ ℝ ∀",https://x.com/olingsberg15408,https://pbs.twimg.com/profile_images/1827752025104285696/6ctbX0Q__normal.jpg,76,922,,2023-03-27T13:40:35.000Z,1,0,0,0,0,0.0000,Too small audience for promo,@Euphoria_fi need a code big man,,,2026-02-18T14:08:05.000Z,,,https://x.com/olingsberg15408/status/2024123758198288509,,
Skip,SMSOURAV_,SM SOURAV_,https://x.com/SMSOURAV_,https://pbs.twimg.com/profile_images/1999880903829700608/aGiDlr4X_normal.jpg,73,657,1,2025-01-29T14:51:29.000Z,1,0,0,0,0,0.0000,Too small audience for promo,"@BlocksterCom @Polymarket 5-min markets plus $POLY tease—prediction markets leveling up fast @HafijulIslam_B
@ChoyaNusrat",,,2026-02-14T16:37:39.000Z,,,https://x.com/SMSOURAV_/status/2022711849263992899,,
Skip,Beraaal,Atarius,https://x.com/Beraaal,https://pbs.twimg.com/profile_images/1931108187089883136/fJwdDp1m_normal.jpg,71,539,,2024-04-02T13:07:38.000Z,1,0,0,0,0,0.0000,Too small audience for promo,@Euphoria_fi I comming! Ahahah,,,2026-02-18T19:56:08.000Z,,,https://x.com/Beraaal/status/2024211350293995664,,
Skip,0xPella,"0xPeLla 🍊,💊",https://x.com/0xPella,https://pbs.twimg.com/profile_images/1893057336937213952/Dtur_xBY_normal.jpg,71,325,,2025-02-19T13:58:56.000Z,1,0,0,0,0,0.0000,Too small audience for promo,"Make trading fun again.
  
Euphoria (@euphoria_fi) is cooking up a new way to trade unlike any you’ve seen before. Can’t-miss project launching soon on MegaETH (Still early!)

Just joined the waitlist and it feels euphoric ✨

Join here 👇 https://t.co/xfQvOkT6dZ",,,2026-02-18T18:17:37.000Z,,,https://x.com/0xPella/status/2024186558866190816,,
Skip,Aibtcvip,Aibtc,https://x.com/Aibtcvip,https://pbs.twimg.com/profile_images/2004258036526075904/FAMJO8ft_normal.jpg,71,83,,2024-09-30T11:58:42.000Z,1,0,0,0,0,0.0000,Too small audience for promo,"@0xFrogify The latency arbitrage angle on Polymarket 5-min markets is fascinating. We're building an open-source AI crypto trading system and the biggest challenge is exactly this - reacting faster than human cognition allows. Curious though, how do you handle the edge decay as more bots",,,2026-02-17T02:01:52.000Z,,,https://x.com/Aibtcvip/status/2023578615099818435,,
Skip,FacelessReborn,FacelessReborn KGeN,https://x.com/FacelessReborn,https://pbs.twimg.com/profile_images/1924542355639582720/0pfQRuzO_normal.jpg,70,277,1,2024-12-11T23:51:04.000Z,1,0,0,0,0,0.0000,Too small audience for promo,@RealestIntern @Realbet @Euphoria_fi You know the one,,,2026-02-18T12:48:05.000Z,,,https://x.com/FacelessReborn/status/2024103627355197887,,
Skip,renatom07284019,"Renatom ""EmoFi""",https://x.com/renatom07284019,https://pbs.twimg.com/profile_images/1773142290237661184/FzPPoQod_normal.jpg,68,528,1,2024-01-02T21:15:31.000Z,1,0,0,0,0,0.0000,Too small audience for promo,"Make trading fun again.
  
Euphoria (@euphoria_fi) is cooking up a new way to trade unlike any you’ve seen before. Can’t-miss project launching soon on MegaETH (Still early!)

Just joined the waitlist and it feels euphoric ✨

Join here 👇 https://t.co/HV93Ivu2gs",,,2026-02-18T16:16:11.000Z,,,https://x.com/renatom07284019/status/2024155997028098441,,
Skip,DavinnaJam27323,Davinna James,https://x.com/DavinnaJam27323,https://pbs.twimg.com/profile_images/1906791867485704192/c_FEZ_bk_normal.jpg,68,161,,2025-03-31T19:31:58.000Z,1,0,0,0,0,0.0000,Too small audience for promo,"@BlocksterCom @Polymarket 5-min markets is a wild move faster feedback loops, more engagement, and now a $POLY airdrop tease? 👀
Prediction markets are evolving quickly, and user ownership could be the real alpha.
@ChinazaEto53426  @THANKGOD100000",,,2026-02-14T17:03:44.000Z,,,https://x.com/DavinnaJam27323/status/2022718412955193826,,
Skip,Manycrytpt,Many,https://x.com/Manycrytpt,https://pbs.twimg.com/profile_images/1973342139716132864/4L_vxrJJ_normal.jpg,63,214,,2025-08-29T16:11:35.000Z,1,0,0,0,0,0.0000,Too small audience for promo,"@BlocksterCom @Polymarket 5-min #crypto markets + $POLY #airdrop? Decentralized #predictionmarkets are leveling up, and early users could own the future. Exciting times, @gracepotter   &amp; @PhilAugustaJ",,,2026-02-14T22:42:02.000Z,,,https://x.com/Manycrytpt/status/2022803549550149797,,
Skip,cib0ixeng,PE💖,https://x.com/cib0ixeng,https://pbs.twimg.com/profile_images/1998881826199515136/8mruwRkX_normal.jpg,56,644,1,2025-12-10T22:24:51.000Z,1,0,0,0,0,0.0000,Too small audience for promo,@TheEliteCrypto @Euphoria_fi So cool,,,2026-02-18T13:04:24.000Z,,,https://x.com/cib0ixeng/status/2024107735428854030,,
Skip,xgodleetpower,FDGODX,https://x.com/xgodleetpower,https://pbs.twimg.com/profile_images/1942606695277993984/_tT1h_MA_normal.jpg,53,683,3,2020-09-04T11:14:04.000Z,3,0,0,0,0,0.0000,Too small audience for promo,"Make trading fun again.
  
Euphoria (@euphoria_fi) is cooking up a new way to trade unlike any you’ve seen before. Can’t-miss project launching soon on MegaETH (Still early!)

Just joined the waitlist and it feels euphoric ✨

Join here 👇 https://t.co/ikkhtMKbfN",Lets go guys @Euphoria_fi https://t.co/ZiF0F3XhUC,"@Popoy_xyz @Euphoria_fi Hey mate, u have code pls? I need this shit",2026-02-18T18:27:45.000Z,2026-02-18T16:02:24.000Z,2026-02-18T15:39:43.000Z,https://x.com/xgodleetpower/status/2024189106213843163,https://x.com/xgodleetpower/status/2024152530565861723,https://x.com/xgodleetpower/status/2024146818875978211
Skip,Emmie_Reuben,Emmanuel Reuben,https://x.com/Emmie_Reuben,https://pbs.twimg.com/profile_images/1792436768991576064/FNRiwOgf_normal.jpg,53,556,,2023-10-27T21:06:13.000Z,1,0,0,0,0,0.0000,Too small audience for promo,"@BlocksterCom @Polymarket 5-min markets add a whole new tempo to trading. If users end up owning the platform too, that’s a powerful shift.
@Dark_907 @IzuorahJnr",,,2026-02-14T15:25:00.000Z,,,https://x.com/Emmie_Reuben/status/2022693563428130822,,
Skip,babao330,babao,https://x.com/babao330,https://pbs.twimg.com/profile_images/1990550007502536704/IzL9MFyb_normal.jpg,48,2563,,2025-01-06T11:22:42.000Z,1,0,0,0,0,0.0000,"Following >> followers, likely bot or follow-back account",@RealestIntern @Realbet @Euphoria_fi Great,,,2026-02-18T13:43:13.000Z,,,https://x.com/babao330/status/2024117501496271231,,
Skip,Rk91296539,"Lenn UK.eth |Suiswap OKX| DackieSwap 🍊,💊",https://x.com/Rk91296539,https://pbs.twimg.com/profile_images/1539741469799583746/sjbe4b_y_normal.png,45,658,,2015-09-30T10:26:27.000Z,1,0,0,0,0,0.0000,Too small audience for promo,"@Euphoria_fi I hope to join testnet soon. Give me code, please. I'll be in Euphoria 🙂",,,2026-02-18T19:51:27.000Z,,,https://x.com/Rk91296539/status/2024210171166150811,,
Skip,IchilllZhr52902,IC | $XAGE,https://x.com/IchilllZhr52902,https://pbs.twimg.com/profile_images/1954588836836851712/EcYy05cz_normal.jpg,45,501,,2024-01-25T11:48:21.000Z,1,0,0,0,0,0.0000,Too small audience for promo,@Euphoria_fi Code,,,2026-02-18T16:54:55.000Z,,,https://x.com/IchilllZhr52902/status/2024165743332561140,,
Skip,NagaTian56742Y8,naga tian ETHGas ⛽ $XAGE,https://x.com/NagaTian56742Y8,https://pbs.twimg.com/profile_images/1793097633915125760/xt4Xw7lA_normal.png,45,914,,2024-05-22T01:52:44.000Z,1,0,0,0,0,0.0000,Too small audience for promo,"@Euphoria_fi Keep on asking the code sir,, 
Hard to ger your attention..",,,2026-02-18T15:24:03.000Z,,,https://x.com/NagaTian56742Y8/status/2024142878004629857,,
Skip,backyardude89,GarageStud,https://x.com/backyardude89,https://pbs.twimg.com/profile_images/1501226912534134784/u1GJ8nXI_normal.jpg,43,173,,2020-10-27T17:52:44.000Z,1,0,0,0,0,0.0000,Too small audience for promo,"@Euphoria_fi For eligible 5000 tapathon participants, will they get incentives and airdrops in the future?
thanks 
Need code :))",,,2026-02-18T16:39:54.000Z,,,https://x.com/backyardude89/status/2024161967284629849,,
Skip,giannoklein,G🐙,https://x.com/giannoklein,https://pbs.twimg.com/profile_images/2011088491715715072/aCF11Eej_normal.jpg,41,153,,2011-06-09T19:04:57.000Z,1,0,0,0,0,0.0000,Too small audience for promo,"@Euphoria_fi @MikeAbundoTech Bruhhh, give me access already https://t.co/CilLYhPDkF",,,2026-02-18T14:41:33.000Z,,,https://x.com/giannoklein/status/2024132182713717050,,
Skip,imalegalguy,Imalegalguy,https://x.com/imalegalguy,https://pbs.twimg.com/profile_images/2016007240864387072/r3OBx5tc_normal.jpg,40,72,,2020-08-25T15:34:18.000Z,1,0,0,0,0,0.0000,Too small audience for promo,"HOP IN Y'ALL @Euphoria_fi ‼️‼️‼️
https://t.co/bnTYnRcr08",,,2026-02-18T16:01:54.000Z,,,https://x.com/imalegalguy/status/2024152401998131307,,
Skip,TimothyFred7,Great Teo,https://x.com/TimothyFred7,https://pbs.twimg.com/profile_images/1965681764052930560/FG5rpIz5_normal.jpg,38,129,,2022-05-27T01:44:38.000Z,1,0,0,0,0,0.0000,Too small audience for promo,@RealestIntern @Realbet @Euphoria_fi Big move,,,2026-02-18T19:12:22.000Z,,,https://x.com/TimothyFred7/status/2024200336982855865,,
Skip,renatoinve75143,"RENATOINVESTIG ""$XAGE""",https://x.com/renatoinve75143,https://pbs.twimg.com/profile_images/1773399510737121280/C7l6vWW0_normal.jpg,38,376,,2023-12-31T00:22:37.000Z,1,0,0,0,0,0.0000,Too small audience for promo,"Make trading fun again.
  
Euphoria (@euphoria_fi) is cooking up a new way to trade unlike any you’ve seen before. Can’t-miss project launching soon on MegaETH (Still early!)

Just joined the waitlist and it feels euphoric ✨

Join here 👇 https://t.co/TCRf7HxI75",,,2026-02-18T16:18:06.000Z,,,https://x.com/renatoinve75143/status/2024156477963841642,,
Skip,MrKelvin_BEN,Kevin ben,https://x.com/MrKelvin_BEN,https://pbs.twimg.com/profile_images/2019657800243085312/u9cSjIEo_normal.jpg,34,42,,2026-02-03T13:50:59.000Z,1,0,0,0,0,0.0000,Too small audience for promo,@Shuarix @Polymarket 5-min $BTC bets live on Polymarket… volatility just found a new playground.,,,2026-02-13T11:01:54.000Z,,,https://x.com/MrKelvin_BEN/status/2022264965831286871,,
Skip,hyperDaniel2,Headhunte,https://x.com/hyperDaniel2,https://pbs.twimg.com/profile_images/1256338362908258311/KgqV6PA2_normal.jpg,33,176,,2017-05-07T18:16:52.000Z,1,0,0,0,0,0.0000,Too small audience for promo,@Euphoria_fi @farazktwt Gimme gimme a code of the midnight,,,2026-02-18T19:35:34.000Z,,,https://x.com/hyperDaniel2/status/2024206174673887444,,
Skip,Corvelx,Corvelx,https://x.com/Corvelx,https://pbs.twimg.com/profile_images/2014196809716146176/0Iuip2gh_normal.jpg,32,57,,2026-01-21T10:13:18.000Z,1,0,0,0,0,0.0000,Too small audience for promo,@waleswoosh @Polymarket 5min is rugging,,,2026-02-15T13:20:49.000Z,,,https://x.com/Corvelx/status/2023024701870891441,,
Skip,PolymarBot,PolymarBot,https://x.com/PolymarBot,https://pbs.twimg.com/profile_images/2009943854708076544/oan-_VRs_normal.jpg,31,2,,2025-10-24T02:39:53.000Z,3,0,0,0,0,0.0000,Too small audience for promo,"@Polymarket 5-min markets are wild 🔥 Blink and you miss the entry. This is exactly where 24/7 automated bots shine — no hesitation, no missed windows. Humans can't watch every candle but bots can. Exciting to see Polymarket pushing into HFT territory!","@Polymarket 5-min markets are a game-changer for active traders 🔥

But let's be honest - who has time to watch charts 24/7? The real edge goes to those running automated strategies that can react instantly.

Speed + consistency = alpha in these short-term markets.","@Polymarket 5-min windows are perfect for high-frequency opportunities! 

For those who want to automate this 24/7 without coding, platforms like @polymarbot make it simple – from basic up/down signals to multi-wallet portfolio management.

Key is consistency + risk control 📊",2026-02-18T09:00:40.000Z,2026-02-16T03:48:32.000Z,2026-02-16T01:50:11.000Z,https://x.com/PolymarBot/status/2024046398056939612,https://x.com/PolymarBot/status/2023243068611113463,https://x.com/PolymarBot/status/2023213284238008761
Skip,Alfredjr432880,Alfredjr,https://x.com/Alfredjr432880,https://pbs.twimg.com/profile_images/1994722514820333568/MT_LEoCV_normal.jpg,30,73,,2025-11-29T10:56:27.000Z,1,0,0,0,0,0.0000,Too small audience for promo,"@BlocksterCom @Polymarket 5-min #crypto markets + $POLY #airdrop? Decentralized #predictionmarkets are leveling up fast. Exciting times ahead, @Paulina_VV  @PhilAugustaJ",,,2026-02-14T21:18:19.000Z,,,https://x.com/Alfredjr432880/status/2022782481624150403,,
Skip,DegoFemi91012,Femi Dego,https://x.com/DegoFemi91012,https://pbs.twimg.com/profile_images/1965653596910817280/3PG9QGZR_normal.jpg,29,153,,2025-09-10T05:48:12.000Z,1,0,0,0,0,0.0000,Too small audience for promo,@BlocksterCom @Polymarket 5-min #crypto markets + a potential $POLY #airdrop? That’s how you reward early users. Decentralized #predictionmarkets are evolving fast.  @StellaMaris  @mid_0101,,,2026-02-14T21:56:45.000Z,,,https://x.com/DegoFemi91012/status/2022792150694387908,,
Skip,Safiracrypto1,Safira Crypto,https://x.com/Safiracrypto1,https://pbs.twimg.com/profile_images/1928611085667459072/wNVpyz7a_normal.jpg,24,639,,2025-02-12T23:00:22.000Z,1,0,0,0,0,0.0000,Too small audience for promo,"Make trading fun again.
  
Euphoria (@euphoria_fi) is cooking up a new way to trade unlike any you’ve seen before. Can’t-miss project launching soon on MegaETH (Still early!)

Just joined the waitlist and it feels euphoric ✨

Join here 👇 https://t.co/fbS8KZAkKZ",,,2026-02-18T16:20:17.000Z,,,https://x.com/Safiracrypto1/status/2024157029233754245,,
Skip,mekaonmegaeth,Meka | ∑:,https://x.com/mekaonmegaeth,https://pbs.twimg.com/profile_images/2008614844765794304/SQLMyPJi_normal.jpg,24,19,,2026-01-06T18:40:45.000Z,1,0,0,0,0,0.0000,Too small audience for promo,@JoestarCrypto @Euphoria_fi bullish,,,2026-02-18T15:35:49.000Z,,,https://x.com/mekaonmegaeth/status/2024145838180536554,,
Skip,easybiosite,easybio.site,https://x.com/easybiosite,https://pbs.twimg.com/profile_images/2019405056689467405/7E3kay0p_normal.jpg,22,16,,2026-02-04T07:01:23.000Z,1,0,0,0,0,0.0000,Too small audience for promo,@chonkyy69 @Euphoria_fi @NathanWorsley_ @caseycraig Only 2–3 hours in and already 15th. Top 10 next 🚀.,,,2026-02-18T12:58:15.000Z,,,https://x.com/easybiosite/status/2024106187042750607,,
Skip,yunus_s_r,Yunus Seno ⚡️ZugChain,https://x.com/yunus_s_r,https://pbs.twimg.com/profile_images/2003003249440575488/3JhQfVBu_normal.jpg,19,236,,2024-04-19T12:24:13.000Z,1,0,0,0,0,0.0000,Too small audience for promo,@Euphoria_fi Give me code please.. Thanks https://t.co/8Ng4p5WZWn,,,2026-02-18T15:38:10.000Z,,,https://x.com/yunus_s_r/status/2024146429787373651,,
Skip,pixielunaaa,Luna,https://x.com/pixielunaaa,https://pbs.twimg.com/profile_images/2004465661314306048/ZyI9gESC_normal.jpg,18,213,,2025-12-26T08:13:22.000Z,1,0,0,0,0,0.0000,Too small audience for promo,"@TheEliteCrypto @Euphoria_fi ""Right?! The rush is next level – Euphoria_fi really nailed making on-chain trading feel fresh again, perfect timing for when we need some excitement in crypto! Can’t wait to see that edit @caseycraig 🚀""",,,2026-02-18T15:22:57.000Z,,,https://x.com/pixielunaaa/status/2024142599783940454,,
Skip,irismorisaki,irismorisaki,https://x.com/irismorisaki,https://pbs.twimg.com/profile_images/2020246948872126464/UG0uPktS_normal.jpg,16,146,,2026-02-07T19:27:30.000Z,1,0,0,0,0,0.0000,Too small audience for promo,@BullTesla probably whales trying to rig the polymarket 5min bet,,,2026-02-15T04:09:25.000Z,,,https://x.com/irismorisaki/status/2022885937592574196,,
Skip,leopanther_eth,Leo,https://x.com/leopanther_eth,https://pbs.twimg.com/profile_images/1988981267153506304/HdzH4OsZ_normal.jpg,15,25,,2025-11-13T14:43:46.000Z,2,0,0,0,0,0.0000,Too small audience for promo,@Hundert1000 @Euphoria_fi @redstone_defi this app really vibey,"@Euphoria_fi I feel euphoric about this testnet, especially when there is a profit",,2026-02-18T14:52:53.000Z,2026-02-18T14:50:21.000Z,,https://x.com/leopanther_eth/status/2024135036090372407,https://x.com/leopanther_eth/status/2024134395473305786,
Skip,akunwsl333,Akunwsl Noku,https://x.com/akunwsl333,https://pbs.twimg.com/profile_images/1927941017250189313/jBoV8ct7_normal.jpg,15,57,,2023-05-08T22:28:47.000Z,1,0,0,0,0,0.0000,Too small audience for promo,@Euphoria_fi please need code,,,2026-02-18T14:31:45.000Z,,,https://x.com/akunwsl333/status/2024129714911105025,,
Skip,openlook0419,Yibo38,https://x.com/openlook0419,https://pbs.twimg.com/profile_images/1975004028200517632/iXF_31Hb_normal.jpg,13,37,,2015-02-01T12:43:19.000Z,1,0,0,0,0,0.0000,Too small audience for promo,@Euphoria_fi Can i get a code pls?,,,2026-02-18T15:23:14.000Z,,,https://x.com/openlook0419/status/2024142672240492800,,
Skip,_darcyq,Promise Agboola,https://x.com/_darcyq,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,13,61,,2026-01-05T13:30:25.000Z,1,0,0,0,0,0.0000,Too small audience for promo,"@BlocksterCom @Polymarket 5min markets is wild 😮‍🔥 Polymarket moving fast… and that POLY airdrop tease? Yeah, people are paying attention now. @promisee @olawale",,,2026-02-15T14:21:15.000Z,,,https://x.com/_darcyq/status/2023039910912151562,,
Skip,ishinaril,Ishi,https://x.com/ishinaril,https://pbs.twimg.com/profile_images/2019871891339530240/MddXqlaP_normal.jpg,13,38,,2026-02-05T22:17:37.000Z,1,0,0,0,0,0.0000,Too small audience for promo,@nitesheth01 @Polymarket 5 min btc is a crazy opportunity for trading bots to make infinity figs ngl,,,2026-02-13T12:20:01.000Z,,,https://x.com/ishinaril/status/2022284623988818060,,
Skip,petrov25650,Andrew Petrov,https://x.com/petrov25650,https://pbs.twimg.com/profile_images/1814521415938240512/PyTsj2qE_normal.png,12,19,,2024-07-20T04:43:12.000Z,2,0,0,0,0,0.0000,Too small audience for promo,@Euphoria_fi Code?,@Euphoria_fi Can I please give the poor guy the code?,,2026-02-18T19:51:37.000Z,2026-02-18T15:23:38.000Z,,https://x.com/petrov25650/status/2024210211246862369,https://x.com/petrov25650/status/2024142771188081006,
Skip,RepostRetards,iFoundARetard,https://x.com/RepostRetards,https://pbs.twimg.com/profile_images/1966850736106389504/8pxoSCrW_normal.jpg,12,18,,2025-09-13T13:01:29.000Z,1,0,0,0,0,0.0000,Too small audience for promo,@Polymarket 5 min polymarket trading is 100% rigged,,,2026-02-17T17:56:38.000Z,,,https://x.com/RepostRetards/status/2023818889432563959,,
Skip,KaylaO97911,Kayla Crypto,https://x.com/KaylaO97911,https://pbs.twimg.com/profile_images/2021737424628453377/nTzBcYWW_normal.jpg,12,100,,2026-02-12T00:04:33.000Z,1,0,0,0,0,0.0000,Too small audience for promo,"@EasyEatsBodega Not touching polymarket 5 min shit anymore. My bid was successful And resolved as 99,9 but suddenly dropped to lost after few minutes.farce platform",,,2026-02-17T12:34:23.000Z,,,https://x.com/KaylaO97911/status/2023737791528497632,,
